iter	Passed	Remaining
291	754	1829
292	756	1825
293	758	1822
294	761	1818
295	763	1815
296	765	1811
297	767	1808
298	769	1804
299	772	1801
300	774	1797
301	776	1794
302	778	1790
303	780	1787
304	782	1784
305	785	1780
306	787	1777
307	789	1774
308	791	1770
309	794	1767
310	796	1763
311	798	1760
312	800	1757
313	802	1753
314	805	1750
315	807	1747
316	809	1744
317	811	1740
318	813	1737
319	816	1734
320	818	1730
321	820	1727
322	822	1724
323	824	1721
324	827	1717
325	829	1714
326	831	1711
327	833	1708
328	835	1704
329	838	1701
330	840	1698
331	842	1695
332	844	1692
333	846	1688
334	849	1685
335	851	1682
336	853	1679
337	855	1675
338	857	1672
339	859	1669
340	862	1666
341	864	1662
342	866	1659
343	868	1656
344	871	1653
345	873	1650
346	875	1647
347	878	1645
348	880	1642
349	882	1639
350	885	1636
351	887	1633
352	889	1630
353	891	1627
354	893	1623
355	895	1620
356	898	1617
357	900	1615
358	903	1612
359	905	1609
360	907	1606
361	909	1603
362	912	1600
363	914	1597
364	916	1594
365	919	1592
366	921	1589
367	924	1587
368	926	1584
369	928	1581
370	930	1578
371	933	1575
372	935	1572
373	937	1569
374	939	1566
375	941	1563
376	944	1559
377	946	1556
378	948	1553
379	950	1551
380	953	1548
381	955	1545
382	957	1542
383	959	1539
384	961	1536
385	964	1533
386	966	1530
387	968	1527
388	970	1524
389	972	1521
390	974	1518
391	977	1515
392	979	1512
393	981	1509
394	986	1510
395	993	1514
396	995	1511
397	999	1511
398	1001	1508
399	1003	1505
400	1005	1502
401	1008	1499
402	1010	1496
403	1012	1493
404	1014	1490
405	1017	1488
406	1019	1485
407	1023	1484
408	1025	1481
409	1027	1478
410	1029	1475
411	1033	1475
412	1037	1474
413	1039	1471
414	1041	1468
415	1044	1466
416	1046	1463
417	1051	1463
418	1055	1463
419	1058	1461
420	1060	1458
421	1062	1455
422	1068	1457
423	1070	1454
424	1072	1451
425	1074	1448
426	1077	1445
427	1087	1453
428	1092	1453
429	1095	1452
430	1105	1459
431	1127	1482
432	1139	1492
433	1143	1491
434	1153	1498
435	1158	1498
436	1167	1503
437	1172	1504
438	1176	1503
439	1183	1505
440	1187	1505
441	1191	1504
442	1200	1509
443	1204	1508
444	1208	1506
445	1216	1510
446	1220	1509
447	1224	1508
448	1233	1513
449	1237	1512
450	1241	1510
451	1250	1515
452	1253	1514
453	1257	1512
454	1267	1517
455	1270	1516
456	1274	1514
457	1283	1518
458	1287	1517
459	1291	1515
460	1300	1520
461	1304	1519
462	1308	1517
463	1313	1516
464	1317	1515
465	1321	1513
466	1325	1512
467	1328	1510
468	1332	1508
469	1337	1507
470	1339	1504
471	1342	1502
472	1345	1499
473	1348	1496
474	1350	1493
475	1353	1490
476	1355	1486
477	1358	1483
478	1360	1479
479	1362	1475
480	1364	1472
481	1366	1468
482	1369	1465
483	1371	1461
484	1373	1458
485	1375	1455
486	1377	1451
487	1380	1447
488	1382	1444
489	1384	1440
490	1386	1437
491	1388	1434
492	1391	1430
493	1393	1427
494	1395	1423
495	1397	1420
496	1399	1416
497	1402	1413
498	1404	1409
499	1406	1406
500	1409	1403
501	1411	1399
502	1413	1396
503	1415	1393
504	1417	1389
505	1420	1386
506	1422	1383
507	1425	1380
508	1427	1376
509	1429	1373
510	1431	1369
511	1433	1366
512	1435	1363
513	1438	1359
514	1440	1356
515	1442	1353
516	1445	1350
517	1447	1347
518	1450	1344
519	1452	1340
520	1454	1337
521	1457	1334
522	1460	1332
523	1463	1329
524	1465	1326
525	1468	1323
526	1470	1320
527	1472	1316
528	1476	1314
529	1478	1311
530	1480	1307
531	1483	1304
532	1485	1301
533	1488	1298
534	1491	1296
535	1494	1293
536	1496	1290
537	1499	1287
538	1501	1284
539	1506	1283
540	1510	1281
541	1512	1278
542	1514	1274
543	1517	1271
544	1519	1268
545	1523	1267
546	1526	1264
547	1528	1261
548	1531	1258
549	1533	1254
550	1537	1253
551	1541	1250
552	1543	1247
553	1545	1244
554	1548	1241
555	1550	1238
556	1557	1238
557	1559	1235
558	1562	1232
559	1564	1229
560	1566	1225
561	1571	1224
562	1574	1221
563	1576	1218
564	1578	1215
565	1580	1212
566	1582	1208
567	1587	1207
568	1590	1204
569	1592	1201
570	1595	1198
571	1597	1195
572	1603	1194
573	1605	1191
574	1608	1188
575	1610	1185
576	1625	1191
577	1628	1189
578	1631	1186
579	1637	1185
580	1640	1182
581	1642	1179
582	1644	1176
583	1647	1173
584	1654	1173
585	1657	1170
586	1660	1168
587	1662	1164
588	1665	1161
589	1672	1161
590	1674	1158
591	1677	1155
592	1679	1152
593	1688	1154
594	1691	1151
595	1693	1147
596	1695	1144
597	1703	1144
598	1705	1142
599	1708	1138
600	1710	1135
601	1713	1132
602	1720	1132
603	1722	1129
604	1724	1126
605	1727	1122
606	1729	1119
607	1732	1116
608	1734	1113
609	1736	1110
610	1739	1107
611	1741	1104
612	1743	1100
613	1745	1097
614	1748	1094
615	1750	1091
616	1752	1087
617	1754	1084
618	1756	1081
619	1759	1078
620	1761	1075
621	1764	1072
622	1766	1068
623	1768	1065
624	1770	1062
625	1773	1059
626	1775	1056
627	1777	1052
628	1780	1049
629	1782	1046
630	1784	1043
631	1786	1040
632	1789	1037
633	1791	1034
634	1793	1030
635	1795	1027
636	1797	1024
637	1800	1021
638	1802	1018
639	1804	1015
640	1806	1011
641	1809	1009
642	1812	1006
643	1814	1002
644	1816	999
645	1818	996
646	1821	993
647	1825	991
648	1827	988
649	1829	985
650	1833	982
651	1835	979
652	1837	976
653	1840	973
654	1842	970
655	1846	968
656	1850	965
657	1852	962
658	1854	959
659	1857	956
660	1860	954
661	1864	951
662	1866	948
663	1869	946
664	1871	942
665	1879	942
666	1882	939
667	1884	936
668	1886	933
669	1889	930
670	1895	929
671	1897	926
672	1899	922
673	1901	919
674	1903	916
675	1906	913
676	1913	912
677	1915	909
678	1918	907
679	1921	904
680	1924	901
681	1929	899
682	1936	898
683	1939	895
684	1945	894
685	1948	891
686	1950	888
687	1953	885
688	1955	882
689	1962	881
690	1965	878
691	1967	875
692	1969	872
693	1975	870
694	1978	868
695	1981	865
696	1983	862
697	1985	859
698	1988	856
699	1995	855
700	1997	851
701	1999	848
702	2001	845
703	2003	842
704	2007	840
705	2011	837
706	2014	834
707	2016	831
708	2018	828
709	2027	827
710	2029	824
711	2031	821
712	2034	818
713	2036	815
714	2045	815
715	2047	812
716	2051	809
717	2058	808
718	2061	805
719	2066	803
720	2070	801
721	2076	799
722	2079	796
723	2082	793
724	2086	791
725	2091	789
726	2095	786
727	2098	783
728	2101	781
729	2105	778
730	2108	775
731	2111	773
732	2114	770
733	2117	767
734	2120	764
735	2123	761
736	2127	759
737	2130	756
738	2133	753
739	2136	750
740	2140	747
741	2143	745
742	2146	742
743	2149	739
744	2152	736
745	2155	733
746	2157	730
747	2159	727
748	2161	724
749	2163	721
750	2166	718
751	2168	715
752	2170	711
753	2172	708
754	2174	705
755	2177	702
756	2179	699
757	2181	696
758	2183	693
759	2186	690
760	2188	687
761	2190	684
762	2192	681
763	2194	677
764	2197	674
765	2199	671
766	2201	668
767	2203	665
768	2206	662
769	2208	659
770	2210	656
771	2213	653
772	2215	650
773	2217	647
774	2219	644
775	2221	641
776	2224	638
777	2226	635
778	2228	632
779	2230	629
780	2232	626
781	2235	623
782	2237	620
783	2240	617
784	2243	614
785	2245	611
786	2248	608
787	2251	605
788	2253	602
789	2256	599
790	2258	596
791	2261	593
792	2263	590
793	2266	587
794	2268	584
795	2270	581
796	2272	578
797	2274	575
798	2277	572
799	2279	569
800	2281	566
801	2283	563
802	2285	560
803	2288	557
804	2290	554
805	2292	551
806	2294	548
807	2296	545
808	2298	542
809	2301	539
810	2303	536
811	2305	533
812	2307	530
813	2309	527
814	2312	524
815	2314	521
816	2316	518
817	2318	515
818	2320	512
819	2322	509
820	2325	506
821	2327	503
822	2329	501
823	2332	498
824	2334	495
825	2336	492
826	2338	489
827	2341	486
828	2343	483
829	2345	480
830	2347	477
831	2349	474
832	2352	471
833	2354	468
834	2356	465
835	2358	462
836	2360	459
837	2363	456
838	2365	453
839	2367	450
840	2369	448
841	2371	445
842	2373	442
843	2376	439
844	2378	436
845	2380	433
846	2382	430
847	2384	427
848	2387	424
849	2389	421
850	2391	418
851	2393	415
852	2395	412
853	2398	409
854	2400	407
855	2402	404
856	2404	401
857	2406	398
858	2408	395
859	2411	392
860	2413	389
861	2415	386
862	2417	383
863	2419	380
864	2422	378
865	2424	375
866	2426	372
867	2428	369
868	2430	366
869	2432	363
870	2435	360
871	2437	357
872	2439	354
873	2442	352
874	2445	349
875	2449	346
876	2452	343
877	2454	341
878	2456	338
879	2458	335
880	2460	332
881	2462	329
882	2465	326
883	2467	323
884	2469	320
885	2471	318
886	2473	315
887	2476	312
888	2478	309
889	2480	306
890	2482	303
891	2484	300
892	2486	297
893	2489	295
894	2491	292
895	2493	289
896	2495	286
897	2497	283
898	2500	280
899	2502	278
900	2504	275
901	2506	272
902	2508	269
903	2511	266
904	2513	263
905	2515	260
906	2517	258
907	2519	255
908	2522	252
909	2524	249
910	2526	246
911	2528	243
912	2530	241
913	2532	238
914	2534	235
915	2537	232
916	2539	229
917	2541	227
918	2543	224
919	2545	221
920	2547	218
921	2550	215
922	2552	212
923	2554	210
924	2556	207
925	2562	204
926	2565	202
927	2567	199
928	2569	196
929	2571	193
930	2573	190
931	2576	187
932	2578	185
933	2580	182
934	2584	179
935	2588	176
936	2591	174
937	2594	171
938	2598	168
939	2600	166
940	2603	163
941	2606	160
942	2609	157
943	2611	154
944	2613	152
945	2616	149
946	2618	146
947	2620	143
948	2623	140
949	2625	138
950	2627	135
951	2629	132
952	2631	129
953	2634	127
954	2636	124
955	2638	121
956	2640	118
957	2643	115
958	2645	113
959	2647	110
960	2649	107
961	2652	104
962	2654	101
963	2656	99
964	2658	96
965	2660	93
966	2663	90
967	2665	88
968	2667	85
969	2669	82
970	2672	79
971	2674	77
972	2676	74
973	2678	71
974	2680	68
975	2682	65
976	2685	63
977	2687	60
978	2689	57
979	2693	54
980	2696	52
981	2698	49
982	2700	46
983	2702	43
984	2704	41
985	2708	38
986	2710	35
987	2712	32
988	2715	30
989	2717	27
990	2719	24
991	2721	21
992	2723	19
993	2728	16
994	2731	13
995	2735	10
996	2737	8
997	2739	5
998	2743	2
999	2746	0
